彼號,hit4-lo7
東部,tang1-poo7
淡薄仔,tam7-poh8-a2
北部,pak4-poo7
中部,tiong1-poo7
這種,tsit4-tsiong2
情形,tsing5-hing5
話頭,ue7-thau5
讀者,thok8-tsia2
諸君,tsu1-kun1
劉,lau5
厚話,kau7-ue7
攔頭,nua5-thau5
寫幾頁仔,sia2--kui2-iah8-a2
問題,bun7-te5,bun7-tue5
十,tsap8
冬,tang1
都,to1
過矣,kue3--ah4
一下仔,tsit8-e7-a2
譴,khian3
毋知,m7-tsai1
簡單,kan2-tan1
交代一下,kau1-tai7--tsit8-e7
篇,phinn1
故事,koo3-su7
前後,tsing5-au7
寫的,sia2--e5
上尾,siong7-bue2
煞戲,suah4-hi3
頭前,thau5-tsing5
空,khong3,khang1,khong1
拄拄,tu2-tu2
倒轉,to3-tng2
出版,tshut4-pan2
收入來的,siu1--jip8-lai5--e5
踮,tiam3
小說,siau2-suat4
文類,bun5-lui7
成果,sing5-ko2
落勾,lau3-kau1
來講,lai5-kong2
當然,tong1-lian5
會當,e7-tang3
論文,lun7-bun5
教材,kau3-tshai5
創作,tshong3-tsok4
目標,bok8-piau1
實在,sit8-tsai7
一站仔,tsit8-tsam7-a2
懶屍懶屍,lan2-si1-lan2-si1
想講,siunn7-kong2
定著,tiann7-tioh8
也,ia7
機關,ki1-kuan1
何乜苦咧,ho5-mi2-khoo2--leh4
自來,tsu7-lai5
出冊,tshut4-tsheh4
不管,put4-kuan2
寫了,sia2-liau2
拄,tu2
褒,po1
臭臊,tshau3-tsho1
嘛是,ma7-si7
暢的,thiong3--e5
極加,kik8-ke1
身軀邊,sin1-khu1-pinn1,sing1-khu1-pinn1
搭粒的,tah4-liap8--e5
罔,bong2
讀,thak8
呵咾幾句仔袂,o1-lo2--kui2-ku3-a2--be7
老實,lau2-sit8
食褒,tsiah8-po1
死啦,si2--lah4
猶,iau2
要意,iau3-i3
攏是,long2-si7
閣再,koh4-tsai3
評審,phing5-sim2
佮意,kah4-i3
干干仔,kan1-kan1-a2
意思的,i3-su3--e5
干焦,kan1-na1,kan1-ta1,kan1-tann1
感,kam2
謝,sia7
金順,kim1-sun7
兄,hiann1
招,tsio1
出,tshut4
文學,bun5-hak8
出版的,tshut4-pan2--e5
目今,bak8-kim1
罕矣,han2--ah4
角花仔,kak4-hue1-a2
素花仔,soo3-hue1-a2
洪,ang5
錦田,gim3-tian5
海翁,hai2-ang1
月刊,gueh8-khan1
一百,tsit8-pah4
期,ki5
中逝,tiong1-tsua7
紩,thinn7
金色,kim1-sik4
鈕仔,liu2-a2
閃閃爍爍,siam2-siam2-sih4-sih4
唌,siann5
目的,bok8--e5
下裙,e7-kun5
繡,siu3
白兔仔,peh8-thoo3-a2
古錐的,koo2-tsui1--e5
穿插,tshing7-tshah4
高尚,ko1-siong2
中年,tiong1-lian5
婦人人,hu7-jin5-lang5
牽,khan1
店頭,tiam3-thau5
行過,kiann5--kue3
好矣啦,ho2--ah4--lah4
吵,tsha2
媠的無,sui2--e5--bo5
阿母,a1-bu2
好啦,ho2--lah4
阿妙,a1-biau7
乖,kuai1
軀,su1
吼乎,hau2--honnh4
騙,phian3
恬囉,tiam7--looh4
成做,tsiann5-tso3
洋裝,iunn5-tsong1
主人,tsu2-lang5
倖,sing7
致使,ti3-su2
舊,ku7
厝邊,tshu3-pinn1
上目,tsiunn7-bak8
齪死,tsak4--si2
唔唔睏,onn1-onn1-khun3
拍鐵仔褲,phah4-thih4-a2-khoo3
大的,tua7--e5
忍,jim2
牢,tiau5
大喝,tua7-huah4
一時的,tsit8-si5--e5
聲說,siann1-sueh4
恬去,tiam7--khi3
吐地邪眼,thoo2-te7-sia5-gan2
表情,piau2-tsing5
掠,liah8
新,sin1
金金看,kim1-kim1-khuann3
喂,ueh4,eh4,ue5
白衫番啊,peh8-sann1-huan1--ah4
來的,lai5--e5
對目,tui3-bak8
刺鑿,tshi3-tshak8
講著,kong2-tioh8
臭火,tshau3-hue2
細膩,se3-ji7,se3-li7
喔,ooh4
歹勢啦,phainn2-se3--lah4
號做,ho7-tso3
見面,kinn3-bin7
有禮有教,u7-le2-u7-ka3
回答,hue5-tap4
對不住啦,tui3-put4-tsu7--lah4
佗落,to2-loh8
得失,tik4-sit4
你乎,li2--honnh4
機緣,ki1-ian5
洗衫機,se2-sann1-ki1
洗身軀,se2-sing1-khu1
苦苦,khoo2-khoo2
哀求,ai1-kiu5
天良,thian1-liong5
損命命,sng2-mia7-mia7
損蕩人,sng2-tng7--lang5
惡毒步,ok4-tok8-poo7
失德代,sit4-tik4-tai7
蹛,tua3
所在,soo2-tsai7
齷齪,ak4-tsak4
破病,phua3-penn7
硬,nge7
臭味,tshau3-bi7
激死,kik4--si2
當,tng1,tang1
𪜶,in1
蹌跤,tshing2-kha1
益,iah4
相,sio1,siong3
對看,tui3-khuann3
笑吻吻,tshio3-bun2-bun2
花蕊,hue1-lui2
一蕊,tsit8-lui2
浮出來,phu5--tshut4-lai5
圓仔,inn5-a2
神仙,sin5-sian1
林,lim5
麗黛,le7-tai7
譯寫,ik8-sia2
空二,khong3-ji7
高雄,ko1-hiong5
左營區,tso2-iann5-khu1
特別,tik8-piat8
倒手爿,to3-tshiu2-ping5
和,ham7
一般,it4-puann1
無啥物,bo5-siann2-mih4
各樣,koh4-iunn7
正手爿,tsiann3-tshiu2-ping5
削過,siah4--kue3
形,hing5
半,puann3
閘屏咧,tsah8-pin5--leh4
有才調,u7-tsai5-tiau7
半爿,puann3-ping5
天,thinn1
閘牢咧,tsah8-tiau5--leh4
半屏山,puann3-ping5-suann1
是按怎,si7-an2-tsuann2
半爿咧,puann3-ping5--leh4
去咧,khi3--leh4
當地,tong1-te7
流傳落來,liu5-thuan5--loh8-lai5
傳說,thuan5-suat4
八仙,pat4-sian1
當中,tang1-tiong1
漢,han3
鍾離,tsing1-li5
漢仙人,han3-sian1-jin5
徒弟,too5-te7
難得的,lan5-tit4--e5
一絲仔,tsit8-si1-a2
囂俳,hiau1-pai1
禮貌,le2-mau7
疼,thiann3
可惜,kho2-sioh4
致著,ti3-tioh8
怪,kuai3
病,penn7
仙醫,sian1-i1
醫,i1
少年,siau3-lian5,siau2-lian5
離開,li7-khui1
世間,se3-kan1
心肝頭,sim1-kuann1-thau5
刀,to1
割咧,kuah4--leh4
決定,kuat4-ting7
人間,jin5-kan1,lin5-kan1
走揣,tsau2-tshue7
條直,tiau5-tit8
善良,sian7-liong5
好人,ho2-lang5
雲尪,hun5-ang1
發現,huat4-hian7
島嶼,to2-su7
不止仔,put4-tsi2-a2
美麗,bi2-le7
徛起,khia7-khi2
臺灣島,tai5-uan5-to2
寬寬仔,khuann1-khuann1-a2
跳落來,thiau3--loh8-lai5
拄拄仔好,tu2-tu2-a2-ho2
降落,kang3-loh8
現此時,hian7-tshu2-si5,hian7-tsu2-si5
左營,tso2-iann5
走揣咧,tsau2-tshue7--leh4
若準,na7-tsun2
心肝,sim1-kuann1
可靠,kho2-kho3
試探,tshi3-tham3
心內,sim1-lai7
拍算,phah4-sng3
四箍圍仔,si3-khoo1-ui5-a2
環境,khuan5-king2
擔,tann1,tann3
頭,thau5
面頭前,bin7-thau5-tsing5
看看,khuann3-khuann3
相相咧,siong3-siong3--leh4
步數,poo7-soo3
隨身,sui5-sin1
紮,tsah4
葵扇,khue5-sinn3
提出來,theh8--tshut4-lai5
略略仔,lioh8-lioh8-a2
擛擛咧,iat8-iat8--leh4
尾溜,bue2-liu1
風,hong1
透,thau3
大風,tua7-hong1
塗,thoo5
片,phian3,phinn3
崩落來,pang1--loh8-lai5
本成,pun2-tsiann5
好勢好勢,ho2-se3-ho2-se3
削去,siah4-khi3
一大塊,tsit8-tua7-te3
閣用,koh4-ing7
堆,tui1
變成,pian3-sing5
一粒仔,tsit8-liap8-a2
一粒,tsit8-liap8
打扮,tann2-pan7
老歲仔,lau7-he3-a2,lau7-hue3-a2
擔仔,tann1-a2
擔咧,tann1--leh4
山邊,suann1-pinn1
來喔,lai5--ooh4
圓仔喔,inn5-a2--ooh4
麻仔,mua5-a2
芳絳絳,phang1-kong3-kong3
紅豆仔,ang5-tau7-a2
甜粅粅,tinn1-but4-but4
大聲,tua7-siann1
喝賣,huah4-be7
大粒,tua7-liap8
角,kak4
銀,gin5
免錢喔,bian2-tsinn5--ooh4
喝賣聲,huah4-be7-siann1
吸引,khip4-in2
一寡,tsit8-kua2
行路人,kiann5-loo7-lang5
遮爾仔,tsiah4-ni7-a2
好空,ho2-khang1
代誌,tai7-tsi3
誠實,tsiann5-sit8
講耍笑,kong2-sng2-tshio3
戇啦,gong7--lah4
無的確,bo5-tik4-khak4
起痟矣,khi2-siau2--ah4
問題乎,bun7-te5--honnh4
圍,ui5
愈,lu2,ju2
互相,hoo7-siong1
討論,tho2-lun7
件,kiann7
平常時仔,ping5-siong5-si5-a2
痟貪,siau2-tham1
大頭仔,tua7-thau5-a2
王的,ong5--e5
免錢,bian2-tsinn5
唬阮,hoo2--gun2
人啊,lang5--ah4
討厭,tho2-ia3
老實囉,lau2-sit8--looh4
騙人,phian3--lang5
守,siu2
信用咧,sin3-iong7--leh4
悾,khong1
戇,gong7
滾耍笑,kun2-sng2-tshio3
看覓咧,khuann3-mai7--leh4
雞卵,ke1-nng7
圈,khian1
搩,kiat4
腹肚,pak4-too2
小可仔,sio2-khua2-a2
飽矣,pa2--ah4
挲挲咧,so1-so1--leh4
繼續,ke3-siok8
窸窣叫,sih8-sut8-kio3
仙,sian2,sian1
欣羨,him1-sian7
挃,tih8,tinnh8
毋管,m7-kuan2
盡,tsin7
辦法,pan7-huat4
食落去,tsiah8--loh8-khi3
食了矣,tsiah8-liau2--ah4
為止囉,ui5-tsi2--looh4
食著呢,tsiah8--tioh8--neh4
夠氣呢,kau3-khui3--neh4
免錢咧,bian2-tsinn5--leh4
唉,haih4
失望,sit4-bong7
攢,tshuan5
機會,ki1-hue7
吐大氣,thoo2-tua7-khui3
隔轉工,keh4-tng2-kang1
擔去,tann1-khi3
昨昏,tsa1-hng1
挨挨𤲍𤲍,e1-e1-kheh4-kheh4
趕緊緊,kuann2-kin2-kin2
輪著,lun5-tioh8
我囉,gua2--looh4
緊咧,kin2--leh4
枵,iau1
下性命,he7-sinn3-mia7
搶,tshiunn2
大食,tua7-tsiah8
一睏仔,tsit8-khun3-a2
六粒,lak8-liap8
煮的,tsu2--e5
材料,tsai5-liau7
來的無,lai5--e5--bo5
好玄,honn3-hian5
幌幌咧,hainn3-hainn3--leh4
後擺,au7-pai2,au7-painn3
自然,tsu7-lian5
答案,tap4-an3
追問落去,tui1-mng7--loh8-khi3
大喙仔,tua7-tshui3-a2
喙咧,tshui3--leh4
碗內,uann2-lai7
後壁,au7-piah4
怪怪呢,kuai3-kuai3--neh4
來乎,lai5--honnh4
忍咧,jim2--leh4
邊仔,pinn1--a2,pinn1-a2
恬恬,tiam7-tiam7
觀察,kuan1-tshat4
每,mui2
圓仔的,inn5-a2--e5
願意,guan7-i3
納錢,lap8-tsinn5
可惜啊,kho2-sioh4--ah4
土地,thoo2-te7
範勢,pan7-se3
人品,jin5-phin2
呢,neh4
第七,te7-tshit4
終其尾,tsiong1-ki5-bue2
無仝囉,bo5-kang5--looh4
生做,senn1-tso3
斯文斯文,su1-bun5-su1-bun5
少年家,siau3-lian5-ke1
行來,kiann5-lai5
麻煩你,ma5-huan5--li2
斟酌,tsim1-tsiok4
看看咧,khuann3-khuann3--leh4
少年的,siau3-lian5--e5
知影無,tsai1-iann2--bo5
免錢呢,bian2-tsinn5--neh4
感謝,kam2-sia7
好意,ho2-i3
開錢,khai1-tsinn5
指指揬揬,ki2-ki2-tuh8-tuh8
冗剩,liong7-siong7
普通普通,phoo2-thong1-phoo2-thong1
受過,siu7-kue3
教育,kau3-iok8
難得,lan5-tit4
同情心,tong5-tsing5-sim1
少年人,siau3-lian5-lang5,siau2-lian5-lang5
罕得,han2-tit4
一時,tsit8-si5,it4-si5
聽無,thiann1-bo5
伯仔,peh4--a2
失禮,sit4-le2
適合,sik4-hap8
翻身,huan1-sin1
模樣,boo5-iunn7
專工,tsuan1-kang1
天頂,thinn1-ting2
下凡,ha7-huan5
徒弟的,too5-te7--e5
掣一趒,tshuah4-tsit8-tio5
當時仔,tang1-si5-a2
擘,peh4
金,kim1
選著,suan2-tioh8
我咧,gua2--leh4
隨个仔,sui5-e5-a2
隨个,sui5-e5
跪落來,kui7--loh8-lai5
神仙啊,sin5-sian1--ah4
不,put4
貪心,tham1-sim1
拜託,pai3-thok4
原諒,guan5-liong7
阮啦,gun2--lah4
是啦,si7--lah4
毋著矣啦,m7-tioh8--ah4--lah4
眾人,tsing3-lang5
擔頭,tann1-thau5
暗喝,am3-huah4
苦啊,khoo2--ah4
一半去矣,tsit8-puann3--khi3--ah4
講過矣,kong2--kue3--ah4
信,sin3
唸,liam7
看出來矣,khuann3--tshut4-lai5--ah4
才調,tsai5-tiau7
削,siah4
遐爾仔,hiah4-ni7-a2
平啊,penn5--ah4
吐,thoo3
後悔,hio7-hue2
越,uat8
考慮,kho2-lu7
爸母,pe7-bu2
參詳一下啦,tsham1-siong5--tsit8-e7--lah4
得著,tit4-tioh8
同意,tong5-i3
歡歡喜喜,huann1-huann1-hi2-hi2
綴,tue3
仙界,sian1-kai3
本領囉,pun2-ling2--looh4
旅客,lu2-kheh4
需要,su1-iau3
補票的,poo2-phio3--e5
站,tsam7
吉安,kiat4-an1
落車,loh8-tshia1
攢好,tshuan5-ho2
準備,tsun2-pi7
列車,liat8-tshia1
終點站,tsiong1-tiam2-tsam7
台東,tai5-tang1
咧欲,tih4-beh4,teh4-beh4
盤車,puann5-tshia1
開囉,khui1--looh4
上車,tsiunn7-tshia1
驗票矣,giam7-phio3--ah4
車票,tshia1-phio3
上北,tsiunn7-pak4
月台,guat8-tai5
第三,te7-sann1
車次,tshia1-tshu3
車長,tshia1-tiunn2
竹南,tik4-lam5
進站口,tsin3-tsam7-khau2
信用卡,sin3-iong7-kha2
敬祝,king3-tsiok4
再會,tsai3-hue7
搬演,puann1-ian2
手機仔,tshiu2-ki1-a2
禁起來,kim3--khi2-lai5
攝影,liap4-iann2
錄音,lok8-im1
以免,i2-bian2
違法,ui5-huat4
出口,tshut4-khau2
廳,thiann1
惠顧,hui7-koo3
附加,hu3-ka1
詞類,su5-lui7
訊息,sin3-sit4
語詞,gi2-su5
搭配,tah4-phue3
教學,kau3-hak8
允言,un2-gian5
大漢,tai7-han3,tua7-han3
技術,ki1-sut8
學院,hak8-inn7
資訊,tsu1-sin3
工程系,kang1-ting5-he7
助理,tsoo7-li2
教授,kau3-siu7
杰岳,kiat8-gak8
拋荒,pha1-hng1
台文,tai5-bun5
工作室,kang1-tsok4-sik4
負責人,hu7-tsik4-jin5
陳鄭,tan5-tinn7
弘堯,hong5-giau5
台語文,tai5-gi2-bun5
工作者,kang1-tsok4-tsia2
陳,tan5
柏中,pik4-tiong1
國立,kok4-lip8
清華,tshing1-hua5
大學,tai7-hak8
物理系,but8-li2-he7
本文,pun2-bun5
提出,the5-tshut4,theh8-tshut4
利用,li7-iong7
進行,tsin3-hing5
篩選,thai1-suan2
方法,hong1-huat4
自動,tsu7-tong7
必要,pit4-iau3
資料,tsu1-liau7
提掉,theh8-tiau7
提升,the5-sing1
品質,phin2-tsit4
幫贊,pang1-tsan7
學習,hak8-sip8
查詢,tsha5-sun5
動詞,tong7-su5
正爿,tsiann3-ping5
名詞,mia5-su5
倒爿,to3-ping5
所,soo2
揣出來,tshue7--tshut4-lai5
參考,tsham1-kho2
價值,ke3-tat8
進一步,tsin3-tsit8-poo7
空課,khang1-khue3
關鍵詞,kuan1-kian7-su5
互訊息,hoo7-sin3-sit4
相關度,siong1-kuan1-too7,siang1-kuan1-too7
語文,gi2-bun5
踏,tah8
語料庫,gi2-liau7-khoo3
詞,su5
參佮,tsham1-kah4
照佮,tsiau3-kah4
相佮,sann1-kah4
配搭,phue3-tah4
等等,ting2-ting2
華語詞,hua5-gi2-su5
對應,tui3-ing3
採用,tshai2-iong7
囥,khng3
語言,gi2-gian5
倉庫,tshng1-khoo3
人類,jin5-lui7
文字,bun5-ji7
樣本,iunn7-pun2
透過,thau3-kue3
了解,liau2-kai2
使用,su2-iong7
二十,ji7-tsap8
世紀,se3-ki2
年代,ni5-tai7
英文,ing1-bun5
建立,kian3-lip8
九,kiu2,kau2
華文,hua5-bun5
資料庫,tsu1-liau7-khoo3
中國,tiong1-kok4
起步,khi2-poo7
晏,uann3
二十一,ji7-tsap8-it4
強勢,kiong5-se3
代表,tai7-piau2
重要性,tiong7-iau3-sing3
帶動,tai3-tong7
相關,siong1-kuan1
研究,gian2-kiu3
宣示,suan1-si7
學術界,hak8-sut8-kai3
地位,te7-ui7
弱勢,jiok8-se3
復興,hok8-hing1
重要,tiong7-iau3
基礎,ki1-tshoo2
主導,tsu2-to7
世界,se3-kai3
電腦,tian7-nau2,tian7-noo2
科技,kho1-ki1
而且,ji5-tshiann2
連結,lian5-kiat4
應用,ing3-iong7
針對,tsiam1-tui3
詳細,siong5-se3
探討,tham3-tho2
學著,oh8-tioh8
慣用,kuan3-iong7
例,le7
訂,ting7
火車單,hue2-tshia1-tuann1
車頭,tshia1-thau5
付錢,hu3-tsinn5
提著,theh8-tioh8
車單,tshia1-tuann1
拍,phah4
摃,kong3
相仝,sio1-kang7
其中,ki5-tiong1
同義詞,tong5-gi7-su5
換掉,uann7-tiau7
無一定,bo5-it4-ting7
存在,tsun5-tsai7
辭典,su5-tian2
並,ping7
註明,tsu3-bing5
加減,ke1-kiam2
阻礙,tsoo2-gai7
台灣人,tai5-uan5-lang5
硬記,nge7-ki3
溝通,koo1-thong1
鬥出,tau3-tshut4
掠做,liah8-tso3
英文句,ing1-bun5-ku3
英語,ing1-gi2
捎,sa1
貓仔門,niau1-a2-mng5
寮仔門,liau5-a2-mng5
錯誤,tsho3-ngoo7
包括,pau1-kuah4,pau1-kuat4
語法,gi2-huat4
慣用語,kuan3-iong7-gi2
部份,poo7-hun7
濟濟,tse7-tse7
學習者,hak8-sip8-tsia2
外國人,gua7-kok4-lang5
代,tai7
下,e7,he7
受著,siu7-tioh8
華語,hua5-gi2
自認為,tsu7-lin7-ui5
會曉,e7-hiau2
講起來,kong2--khi2-lai5
離離落落,li1-li1-lak4-lak4
思考,su1-kho2
有的,u7-e5
魚,hi5
目前,bok8-tsing5
學界,hak8-kai3
責任,tsik4-jim7
徛,khia7
科學,kho1-hak8
角度,kak4-too7
現時,hian7-si5
通好,thang1-ho2
運用,un7-iong7
方式,hong1-sik4
資源,tsu1-guan5
共同,kiong7-tong5
出現,tshut4-hian7
密切,bit8-tshiat4
統計,thong2-ke3
公式,kong1-sik4
基本,ki1-pun2
語料,gi2-liau7
代表性,tai7-piau2-sing3
算出來,sng3--tshut4-lai5
數字,soo3-ji7
正數,tsiann3-soo3
避免,pi7-bian2
設,siat4
詞頻,su5-pin5
限制,han7-tse3
專家,tsuan1-ka1
專業,tsuan1-giap8
智識,ti3-sik4
揣出來的,tshue7--tshut4-lai5--e5
簡化,kan2-hua3
限定,han7-tiann7
相倚,sio1-ua2
實際,sit8-tse3
可比,kho2-pi2
除了,tu5-liau2
以外,i2-gua7
修正,siu1-tsing3
考慮入來,kho2-lu7--jip8-lai5
修改,siu1-kai2
計算,ke3-sng3
總是,tsong2--si7
厚工,kau7-kang1
增加,tsing1-ka1
計算量,ke3-sng3-liong7
改進,kai2-tsin3
有限,iu2-han7
取代,tshu2-tai7
處理,tshu2-li2
大量,tai7-liong7
特性,tik8-sing3
提供,the5-kiong1
計算出來,ke3-sng3--tshut4-lai5
作用,tsok4-iong7
列出來,liat8--tshut4-lai5
表現出來,piau2-hian7--tshut4-lai5
列出來的,liat8--tshut4-lai5--e5
意義,i3-gi7
牽連,khan1-lian5
方向,hong1-hiong3
線索,suann3-soh4
統計出來,thong2-ke3--tshut4-lai5
分類,hun1-lui7
只好,tsi2-ho2
輾,lin3
以,i2
線頂,suann3-ting2
將,tsiong1
詞條,su5-tiau5
對譯,tui3-ik8
中研院,tiong1-gian2-inn7
詞庫,su5-khoo3
小組,sio2-tsoo1
整理,tsing2-li2
八萬,peh4-ban7
目,bak8
幼,iu3
四十六,si3-tsap8-lak8
細類,se3-lui7
大類,tua7-lui7
形容詞,hing5-iong5-su5
副詞,hu3-su5
連接詞,lian5-tsiap4-su5
介詞,kai3-su5
語氣詞,gi2-khi3-su5
感嘆詞,kam2-than3-su5
實驗,sit8-giam7
下面,e7-bin7
做法,tso3-huat4
來源,lai5-guan5
台語文界,tai5-gi2-bun5-kai3
負責,hu7-tsik4
全羅,tsuan5-lo5
四十六萬,si3-tsap8-lak8-ban7
六十七,lak8-tsap8-tshit4
音節,im1-tsiat4
漢羅,han3-lo5
五百,goo7-pah4
五十六萬,goo7-tsap8-lak8-ban7
八千,peh4-tshing1
五十七,goo7-tsap8-tshit4
台華,tai5-hua5
主要,tsu2-iau3
貢獻者,kong3-hian3-tsia2
鄭,tenn7
良偉,liong5-ui2
補充,poo2-tshiong1
六萬,lak8-ban7
兩千外,nng7-tshing1-gua7
欄位,nua5-ui7
數量,soo3-liong7
四十三萬,si3-tsap8-sann1-ban7
九十九,kau2-tsap8-kau2
五萬,goo7-ban7
一千,tsit8-tshing1
九十五,kau2-tsap8-goo7
含糊性,ham5-hoo5-sing3
部分,poo7-hun7
本節,pun2-tsiat4
表格,pio2-keh4
說明,suat4-bing5,sueh4-bing5
展示,tian2-si7
詞組,su5-tsoo1
至少,tsi3-tsio2
表一,pio2-it4
語料量,gi2-liau7-liong7
可信度,kho2-sin3-too7
統計表,thong2-ke3-pio2
收錄,siu1-lok8
建議,kian3-gi7
原因,guan5-in1
斷詞,tng7-su5
寫法,sia2-huat4
一致,it4-ti3
原來,guan5-lai5
按算的,an3-sng3--e5
分析,hun1-sik4
用字,iong7-ji7
效果,hau7-ko2
人工,lang5-kang1,jin5-kang1
時,si5
錯誤的,tsho3-ngoo7--e5
內的,lai7--e5
無仝,bo5-kang5,bo5-kang7
專有名詞,tsuan1-iu2-mia5-su5
辨識,pian7-sik4
定量詞,ting7-liong7-su5
僫,oh4
解決,kai2-kuat4
所有,soo2-u7
橐,lok4
翻譯,huan1-ik8
多,to1
對譯詞,tui3-ik8-su5
過程,kue3-ting5,kue3-thing5
長,tiong2,tng5
詞類出來,su5-lui7--tshut4-lai5
普遍,phoo2-phian3
造成,tso7-sing5
雜訊,tsap8-sin3
台語詞,tai5-gi2-su5
確認,khak4-jin7
正確,tsing3-khak4
工程,kang1-ting5
早慢,tsa2-ban7
有法度,u7-huat4-too7
值得,tat8-tit4
石油,tsioh8-iu5
價數,ke3-siau3
自,tsu7
到今,kau3-tann1
起色,khi2-sik4
衝擊,tshiong1-kik4
確實,khak4-sit8
頁岩油,iah8-giam5-iu5,iah8-gam5-iu5
袂堪得,be7-kham1-tsit4,be7-kham1--tsit4
破產,pho3-san2
產業,san2-giap8
想的,siunn7--e5
韌命,lun7-mia7
文章,bun5-tsiunn1,bun5-tsiong1
所擺,soo2-pai2
綴咧,tue3-leh4
發達,huat4-tat8
比論,pi2-lun7
挖,oo2
井,tsenn2
減少,kiam2-tsio2
時常,si5-siong5
維持,i5-tshi5
範圍,huan7-ui5
落尾,loh8-bue2
二位數,ji7-ui7-soo3
油價,iu5-ke3
常態,siong5-thai3
除非,tu5-hui1
爆發,pok8-huat4
重大,tiong7-tai7
衝突,tshiong1-tut8
油田,iu5-tshan5
停止,thing5-tsi2
供應,kiong1-ing3
需求,su1-kiu5
衝,tshing3,tshiong1
方面,hong1-bin7
再生,tsai3-sing1
能源,ling5-guan5
天然氣,thian1-lian5-khi3
落價,lak4-ke3
並且,ping7-tshiann2
軍人,kun1-jin5
大使館,tai7-sai3-kuan2
甚至,sim7-tsi3
本土,pun2-thoo2
國民,kok4-bin5
攻擊,kong1-kik4
地方,te7-hng1,te7-hong1
核子,hik8-tsu2
捙拚,tshia1-piann3
恐怖,khiong2-poo3
湠,thuann3
向,hiong3,ng3
全球,tsuan5-kiu5
提早,the5-tsa2
防範,hong5-huan7
危機,ui5-ki1
免錢的,bian2-tsinn5--e5
面冊,bin7-tsheh4
無要無緊,bo5-iau3-bo5-kin2
法度,huat4-too7
認為,jin7-ui5,lin7-ui5
收集,siu1-tsip8
重要的,tiong7-iau3--e5
放棄,hong3-khi3
心態,sim1-thai3
廣告,kong2-ko3
控制,khong3-tse3
主頁,tsu2-iah8
攪擾,kiau2-jiau2
互動,hoo7-tong7
開放,khai1-hong3
使用者,su2-iong7-tsia2
億,ik4
用戶,iong7-hoo7
付,hu3
美金,bi2-kim1
消費者,siau1-hui3-tsia2
產品,san2-phin2
免費,bian2-hui3
網路,bang7-loo7
服務,hok8-bu7
毋但,m7-na7
趁,than3
巨量,ki7-liong7
智慧,ti3-hui7
發展,huat4-tian2
驚人,kiann1--lang5
主要的,tsu2-iau3--e5
靠,kho3
上傳,siong7-thuan5
個人,ko3-jin5
紀錄,ki3-lok8
厲害,li7-hai7
複雜,hok8-tsap8
本身,pun2-sin1
隱私,un2-su1
主控權,tsu2-khong3-khuan5
